"","family.ID","sample.ID","paternal.ID","maternal.ID","sex","affection"
"624","NA18908","NA18908",0,0,0,-9
"625","NA18909","NA18909",0,0,0,-9
"626","NA18910","NA18910",0,0,0,-9
"627","NA18912","NA18912",0,0,0,-9
"628","NA18916","NA18916",0,0,0,-9
"629","NA18917","NA18917",0,0,0,-9
"630","NA18923","NA18923",0,0,0,-9
"631","NA18924","NA18924",0,0,0,-9
"632","NA18933","NA18933",0,0,0,-9
"633","NA18934","NA18934",0,0,0,-9
"634","NA18939","NA18939",0,0,0,-9
"635","NA18940","NA18940",0,0,0,-9
"636","NA18941","NA18941",0,0,0,-9
"637","NA18942","NA18942",0,0,0,-9
"638","NA18943","NA18943",0,0,0,-9
"639","NA18944","NA18944",0,0,0,-9
"640","NA18945","NA18945",0,0,0,-9
"641","NA18946","NA18946",0,0,0,-9
"642","NA18947","NA18947",0,0,0,-9
"643","NA18948","NA18948",0,0,0,-9
"644","NA18949","NA18949",0,0,0,-9
"645","NA18950","NA18950",0,0,0,-9
"646","NA18951","NA18951",0,0,0,-9
"647","NA18952","NA18952",0,0,0,-9
"648","NA18953","NA18953",0,0,0,-9
"649","NA18954","NA18954",0,0,0,-9
"650","NA18956","NA18956",0,0,0,-9
"651","NA18957","NA18957",0,0,0,-9
"652","NA18959","NA18959",0,0,0,-9
"653","NA18960","NA18960",0,0,0,-9
"654","NA18961","NA18961",0,0,0,-9
"655","NA18962","NA18962",0,0,0,-9
"656","NA18963","NA18963",0,0,0,-9
"657","NA18964","NA18964",0,0,0,-9
"658","NA18965","NA18965",0,0,0,-9
"659","NA18966","NA18966",0,0,0,-9
"660","NA18968","NA18968",0,0,0,-9
"661","NA18971","NA18971",0,0,0,-9
"662","NA18973","NA18973",0,0,0,-9
"663","NA18974","NA18974",0,0,0,-9
"664","NA18975","NA18975",0,0,0,-9
"665","NA18976","NA18976",0,0,0,-9
"666","NA18977","NA18977",0,0,0,-9
"667","NA18978","NA18978",0,0,0,-9
"668","NA18980","NA18980",0,0,0,-9
"669","NA18981","NA18981",0,0,0,-9
"670","NA18982","NA18982",0,0,0,-9
"671","NA18983","NA18983",0,0,0,-9
"672","NA18984","NA18984",0,0,0,-9
"673","NA18985","NA18985",0,0,0,-9
"674","NA18986","NA18986",0,0,0,-9
"675","NA18987","NA18987",0,0,0,-9
"676","NA18988","NA18988",0,0,0,-9
"677","NA18989","NA18989",0,0,0,-9
"678","NA18990","NA18990",0,0,0,-9
"679","NA18992","NA18992",0,0,0,-9
"680","NA18994","NA18994",0,0,0,-9
"681","NA18995","NA18995",0,0,0,-9
"682","NA18998","NA18998",0,0,0,-9
"683","NA18999","NA18999",0,0,0,-9
"684","NA19000","NA19000",0,0,0,-9
"685","NA19002","NA19002",0,0,0,-9
"686","NA19003","NA19003",0,0,0,-9
"687","NA19004","NA19004",0,0,0,-9
"688","NA19005","NA19005",0,0,0,-9
"689","NA19007","NA19007",0,0,0,-9
"690","NA19009","NA19009",0,0,0,-9
"691","NA19010","NA19010",0,0,0,-9
"692","NA19012","NA19012",0,0,0,-9
"693","NA19020","NA19020",0,0,0,-9
"694","NA19028","NA19028",0,0,0,-9
"695","NA19035","NA19035",0,0,0,-9
"696","NA19036","NA19036",0,0,0,-9
"697","NA19038","NA19038",0,0,0,-9
"698","NA19041","NA19041",0,0,0,-9
"699","NA19044","NA19044",0,0,0,-9
"700","NA19046","NA19046",0,0,0,-9
"701","NA19054","NA19054",0,0,0,-9
"702","NA19055","NA19055",0,0,0,-9
"703","NA19056","NA19056",0,0,0,-9
"704","NA19057","NA19057",0,0,0,-9
"705","NA19058","NA19058",0,0,0,-9
"706","NA19059","NA19059",0,0,0,-9
"707","NA19060","NA19060",0,0,0,-9
"708","NA19062","NA19062",0,0,0,-9
"709","NA19063","NA19063",0,0,0,-9
"710","NA19064","NA19064",0,0,0,-9
"711","NA19065","NA19065",0,0,0,-9
"712","NA19066","NA19066",0,0,0,-9
"713","NA19067","NA19067",0,0,0,-9
"714","NA19068","NA19068",0,0,0,-9
"715","NA19070","NA19070",0,0,0,-9
"716","NA19072","NA19072",0,0,0,-9
"717","NA19074","NA19074",0,0,0,-9
"718","NA19075","NA19075",0,0,0,-9
"719","NA19076","NA19076",0,0,0,-9
"720","NA19077","NA19077",0,0,0,-9
"721","NA19078","NA19078",0,0,0,-9
"722","NA19079","NA19079",0,0,0,-9
"723","NA19080","NA19080",0,0,0,-9
"724","NA19081","NA19081",0,0,0,-9
"725","NA19082","NA19082",0,0,0,-9
"726","NA19083","NA19083",0,0,0,-9
"727","NA19084","NA19084",0,0,0,-9
"728","NA19085","NA19085",0,0,0,-9
"729","NA19087","NA19087",0,0,0,-9
"730","NA19088","NA19088",0,0,0,-9
"731","NA19093","NA19093",0,0,0,-9
"732","NA19095","NA19095",0,0,0,-9
"733","NA19096","NA19096",0,0,0,-9
"734","NA19098","NA19098",0,0,0,-9
"735","NA19099","NA19099",0,0,0,-9
"736","NA19102","NA19102",0,0,0,-9
"737","NA19107","NA19107",0,0,0,-9
"738","NA19108","NA19108",0,0,0,-9
"739","NA19113","NA19113",0,0,0,-9
"740","NA19114","NA19114",0,0,0,-9
"741","NA19116","NA19116",0,0,0,-9
"742","NA19117","NA19117",0,0,0,-9
"743","NA19118","NA19118",0,0,0,-9
"744","NA19119","NA19119",0,0,0,-9
"745","NA19121","NA19121",0,0,0,-9
"746","NA19129","NA19129",0,0,0,-9
"747","NA19130","NA19130",0,0,0,-9
"748","NA19131","NA19131",0,0,0,-9
"749","NA19137","NA19137",0,0,0,-9
"750","NA19138","NA19138",0,0,0,-9
"751","NA19146","NA19146",0,0,0,-9
"752","NA19147","NA19147",0,0,0,-9
"753","NA19149","NA19149",0,0,0,-9
"754","NA19150","NA19150",0,0,0,-9
"755","NA19152","NA19152",0,0,0,-9
"756","NA19160","NA19160",0,0,0,-9
"757","NA19171","NA19171",0,0,0,-9
"758","NA19172","NA19172",0,0,0,-9
"759","NA19175","NA19175",0,0,0,-9
"760","NA19185","NA19185",0,0,0,-9
"761","NA19189","NA19189",0,0,0,-9
"762","NA19190","NA19190",0,0,0,-9
"763","NA19197","NA19197",0,0,0,-9
"764","NA19198","NA19198",0,0,0,-9
"765","NA19200","NA19200",0,0,0,-9
"766","NA19204","NA19204",0,0,0,-9
"767","NA19207","NA19207",0,0,0,-9
"768","NA19209","NA19209",0,0,0,-9
"769","NA19213","NA19213",0,0,0,-9
"770","NA19222","NA19222",0,0,0,-9
"771","NA19223","NA19223",0,0,0,-9
"772","NA19225","NA19225",0,0,0,-9
"773","NA19235","NA19235",0,0,0,-9
"774","NA19236","NA19236",0,0,0,-9
"775","NA19247","NA19247",0,0,0,-9
"776","NA19248","NA19248",0,0,0,-9
"777","NA19256","NA19256",0,0,0,-9
"778","NA19257","NA19257",0,0,0,-9
"779","NA19307","NA19307",0,0,0,-9
"780","NA19308","NA19308",0,0,0,-9
"781","NA19309","NA19309",0,0,0,-9
"782","NA19310","NA19310",0,0,0,-9
"783","NA19311","NA19311",0,0,0,-9
"784","NA19312","NA19312",0,0,0,-9
"785","NA19313","NA19313",0,0,0,-9
"786","NA19315","NA19315",0,0,0,-9
"787","NA19316","NA19316",0,0,0,-9
"788","NA19317","NA19317",0,0,0,-9
"789","NA19318","NA19318",0,0,0,-9
"790","NA19319","NA19319",0,0,0,-9
"791","NA19321","NA19321",0,0,0,-9
"792","NA19324","NA19324",0,0,0,-9
"793","NA19327","NA19327",0,0,0,-9
"794","NA19328","NA19328",0,0,0,-9
"795","NA19331","NA19331",0,0,0,-9
"796","NA19332","NA19332",0,0,0,-9
"797","NA19334","NA19334",0,0,0,-9
"798","NA19338","NA19338",0,0,0,-9
"799","NA19346","NA19346",0,0,0,-9
"800","NA19347","NA19347",0,0,0,-9
"801","NA19350","NA19350",0,0,0,-9
"802","NA19351","NA19351",0,0,0,-9
"803","NA19352","NA19352",0,0,0,-9
"804","NA19355","NA19355",0,0,0,-9
"805","NA19359","NA19359",0,0,0,-9
"806","NA19360","NA19360",0,0,0,-9
"807","NA19371","NA19371",0,0,0,-9
"808","NA19372","NA19372",0,0,0,-9
"809","NA19373","NA19373",0,0,0,-9
"810","NA19374","NA19374",0,0,0,-9
"811","NA19375","NA19375",0,0,0,-9
"812","NA19376","NA19376",0,0,0,-9
"813","NA19377","NA19377",0,0,0,-9
"814","NA19379","NA19379",0,0,0,-9
"815","NA19380","NA19380",0,0,0,-9
"816","NA19381","NA19381",0,0,0,-9
"817","NA19382","NA19382",0,0,0,-9
"818","NA19383","NA19383",0,0,0,-9
"819","NA19384","NA19384",0,0,0,-9
"820","NA19385","NA19385",0,0,0,-9
"821","NA19390","NA19390",0,0,0,-9
"822","NA19391","NA19391",0,0,0,-9
"823","NA19393","NA19393",0,0,0,-9
"824","NA19394","NA19394",0,0,0,-9
"825","NA19395","NA19395",0,0,0,-9
"826","NA19396","NA19396",0,0,0,-9
"827","NA19397","NA19397",0,0,0,-9
"828","NA19398","NA19398",0,0,0,-9
"829","NA19399","NA19399",0,0,0,-9
"830","NA19401","NA19401",0,0,0,-9
"831","NA19403","NA19403",0,0,0,-9
"832","NA19404","NA19404",0,0,0,-9
"833","NA19428","NA19428",0,0,0,-9
"834","NA19429","NA19429",0,0,0,-9
"835","NA19430","NA19430",0,0,0,-9
"836","NA19431","NA19431",0,0,0,-9
"837","NA19434","NA19434",0,0,0,-9
"838","NA19435","NA19435",0,0,0,-9
"839","NA19436","NA19436",0,0,0,-9
"840","NA19437","NA19437",0,0,0,-9
"841","NA19438","NA19438",0,0,0,-9
"842","NA19439","NA19439",0,0,0,-9
"843","NA19440","NA19440",0,0,0,-9
"844","NA19443","NA19443",0,0,0,-9
"845","NA19444","NA19444",0,0,0,-9
"846","NA19445","NA19445",0,0,0,-9
"847","NA19446","NA19446",0,0,0,-9
"848","NA19448","NA19448",0,0,0,-9
"849","NA19449","NA19449",0,0,0,-9
"850","NA19451","NA19451",0,0,0,-9
"851","NA19452","NA19452",0,0,0,-9
"852","NA19453","NA19453",0,0,0,-9
"853","NA19455","NA19455",0,0,0,-9
"854","NA19456","NA19456",0,0,0,-9
"855","NA19457","NA19457",0,0,0,-9
"856","NA19461","NA19461",0,0,0,-9
"857","NA19462","NA19462",0,0,0,-9
"858","NA19463","NA19463",0,0,0,-9
"859","NA19466","NA19466",0,0,0,-9
"860","NA19467","NA19467",0,0,0,-9
"861","NA19468","NA19468",0,0,0,-9
"862","NA19469","NA19469",0,0,0,-9
"863","NA19470","NA19470",0,0,0,-9
"864","NA19471","NA19471",0,0,0,-9
"865","NA19472","NA19472",0,0,0,-9
"866","NA19473","NA19473",0,0,0,-9
"867","NA19474","NA19474",0,0,0,-9
"868","NA19625","NA19625",0,0,0,-9
"869","NA19648","NA19648",0,0,0,-9
"870","NA19651","NA19651",0,0,0,-9
"871","NA19652","NA19652",0,0,0,-9
"872","NA19654","NA19654",0,0,0,-9
"873","NA19655","NA19655",0,0,0,-9
"874","NA19657","NA19657",0,0,0,-9
"875","NA19660","NA19660",0,0,0,-9
"876","NA19661","NA19661",0,0,0,-9
"877","NA19663","NA19663",0,0,0,-9
"878","NA19664","NA19664",0,0,0,-9
"879","NA19672","NA19672",0,0,0,-9
"880","NA19675","NA19675",0,0,0,-9
"881","NA19676","NA19676",0,0,0,-9
"882","NA19678","NA19678",0,0,0,-9
"883","NA19679","NA19679",0,0,0,-9
"884","NA19681","NA19681",0,0,0,-9
"885","NA19682","NA19682",0,0,0,-9
"886","NA19684","NA19684",0,0,0,-9
"887","NA19685","NA19685",0,0,0,-9
"888","NA19700","NA19700",0,0,0,-9
"889","NA19701","NA19701",0,0,0,-9
"890","NA19703","NA19703",0,0,0,-9
"891","NA19704","NA19704",0,0,0,-9
"892","NA19707","NA19707",0,0,0,-9
"893","NA19711","NA19711",0,0,0,-9
"894","NA19712","NA19712",0,0,0,-9
"895","NA19713","NA19713",0,0,0,-9
"896","NA19716","NA19716",0,0,0,-9
"897","NA19717","NA19717",0,0,0,-9
"898","NA19719","NA19719",0,0,0,-9
"899","NA19720","NA19720",0,0,0,-9
"900","NA19722","NA19722",0,0,0,-9
"901","NA19723","NA19723",0,0,0,-9
"902","NA19725","NA19725",0,0,0,-9
"903","NA19726","NA19726",0,0,0,-9
"904","NA19728","NA19728",0,0,0,-9
"905","NA19729","NA19729",0,0,0,-9
"906","NA19731","NA19731",0,0,0,-9
"907","NA19732","NA19732",0,0,0,-9
"908","NA19734","NA19734",0,0,0,-9
"909","NA19735","NA19735",0,0,0,-9
"910","NA19737","NA19737",0,0,0,-9
"911","NA19738","NA19738",0,0,0,-9
"912","NA19740","NA19740",0,0,0,-9
"913","NA19741","NA19741",0,0,0,-9
"914","NA19746","NA19746",0,0,0,-9
"915","NA19747","NA19747",0,0,0,-9
"916","NA19749","NA19749",0,0,0,-9
"917","NA19750","NA19750",0,0,0,-9
"918","NA19752","NA19752",0,0,0,-9
"919","NA19753","NA19753",0,0,0,-9
"920","NA19755","NA19755",0,0,0,-9
"921","NA19756","NA19756",0,0,0,-9
"922","NA19758","NA19758",0,0,0,-9
"923","NA19759","NA19759",0,0,0,-9
"924","NA19761","NA19761",0,0,0,-9
"925","NA19762","NA19762",0,0,0,-9
"926","NA19764","NA19764",0,0,0,-9
"927","NA19770","NA19770",0,0,0,-9
"928","NA19771","NA19771",0,0,0,-9
"929","NA19773","NA19773",0,0,0,-9
"930","NA19774","NA19774",0,0,0,-9
"931","NA19776","NA19776",0,0,0,-9
"932","NA19777","NA19777",0,0,0,-9
"933","NA19779","NA19779",0,0,0,-9
"934","NA19780","NA19780",0,0,0,-9
"935","NA19782","NA19782",0,0,0,-9
"936","NA19783","NA19783",0,0,0,-9
"937","NA19785","NA19785",0,0,0,-9
"938","NA19786","NA19786",0,0,0,-9
"939","NA19788","NA19788",0,0,0,-9
"940","NA19789","NA19789",0,0,0,-9
"941","NA19794","NA19794",0,0,0,-9
"942","NA19795","NA19795",0,0,0,-9
"943","NA19818","NA19818",0,0,0,-9
"944","NA19819","NA19819",0,0,0,-9
"945","NA19834","NA19834",0,0,0,-9
"946","NA19835","NA19835",0,0,0,-9
"947","NA19900","NA19900",0,0,0,-9
"948","NA19901","NA19901",0,0,0,-9
"949","NA19904","NA19904",0,0,0,-9
"950","NA19908","NA19908",0,0,0,-9
"951","NA19909","NA19909",0,0,0,-9
"952","NA19914","NA19914",0,0,0,-9
"953","NA19916","NA19916",0,0,0,-9
"954","NA19917","NA19917",0,0,0,-9
"955","NA19920","NA19920",0,0,0,-9
"956","NA19921","NA19921",0,0,0,-9
"957","NA19922","NA19922",0,0,0,-9
"958","NA19923","NA19923",0,0,0,-9
"959","NA19982","NA19982",0,0,0,-9
"960","NA19984","NA19984",0,0,0,-9
"961","NA19985","NA19985",0,0,0,-9
"962","NA20126","NA20126",0,0,0,-9
"963","NA20127","NA20127",0,0,0,-9
"964","NA20276","NA20276",0,0,0,-9
"965","NA20278","NA20278",0,0,0,-9
"966","NA20281","NA20281",0,0,0,-9
"967","NA20282","NA20282",0,0,0,-9
"968","NA20287","NA20287",0,0,0,-9
"969","NA20289","NA20289",0,0,0,-9
"970","NA20291","NA20291",0,0,0,-9
"971","NA20294","NA20294",0,0,0,-9
"972","NA20296","NA20296",0,0,0,-9
"973","NA20298","NA20298",0,0,0,-9
"974","NA20299","NA20299",0,0,0,-9
"975","NA20314","NA20314",0,0,0,-9
"976","NA20317","NA20317",0,0,0,-9
"977","NA20322","NA20322",0,0,0,-9
"978","NA20332","NA20332",0,0,0,-9
"979","NA20334","NA20334",0,0,0,-9
"980","NA20336","NA20336",0,0,0,-9
"981","NA20339","NA20339",0,0,0,-9
"982","NA20340","NA20340",0,0,0,-9
"983","NA20341","NA20341",0,0,0,-9
"984","NA20342","NA20342",0,0,0,-9
"985","NA20344","NA20344",0,0,0,-9
"986","NA20346","NA20346",0,0,0,-9
"987","NA20348","NA20348",0,0,0,-9
"988","NA20351","NA20351",0,0,0,-9
"989","NA20356","NA20356",0,0,0,-9
"990","NA20357","NA20357",0,0,0,-9
"991","NA20359","NA20359",0,0,0,-9
"992","NA20363","NA20363",0,0,0,-9
"993","NA20412","NA20412",0,0,0,-9
"994","NA20414","NA20414",0,0,0,-9
"995","NA20502","NA20502",0,0,0,-9
"996","NA20503","NA20503",0,0,0,-9
"997","NA20504","NA20504",0,0,0,-9
"998","NA20505","NA20505",0,0,0,-9
"999","NA20506","NA20506",0,0,0,-9
"1000","NA20507","NA20507",0,0,0,-9
"1001","NA20508","NA20508",0,0,0,-9
"1002","NA20509","NA20509",0,0,0,-9
"1003","NA20510","NA20510",0,0,0,-9
"1004","NA20512","NA20512",0,0,0,-9
"1005","NA20513","NA20513",0,0,0,-9
"1006","NA20515","NA20515",0,0,0,-9
"1007","NA20516","NA20516",0,0,0,-9
"1008","NA20517","NA20517",0,0,0,-9
"1009","NA20518","NA20518",0,0,0,-9
"1010","NA20519","NA20519",0,0,0,-9
"1011","NA20520","NA20520",0,0,0,-9
"1012","NA20521","NA20521",0,0,0,-9
"1013","NA20522","NA20522",0,0,0,-9
"1014","NA20524","NA20524",0,0,0,-9
"1015","NA20525","NA20525",0,0,0,-9
"1016","NA20527","NA20527",0,0,0,-9
"1017","NA20528","NA20528",0,0,0,-9
"1018","NA20529","NA20529",0,0,0,-9
"1019","NA20530","NA20530",0,0,0,-9
"1020","NA20531","NA20531",0,0,0,-9
"1021","NA20532","NA20532",0,0,0,-9
"1022","NA20533","NA20533",0,0,0,-9
"1023","NA20534","NA20534",0,0,0,-9
"1024","NA20535","NA20535",0,0,0,-9
"1025","NA20536","NA20536",0,0,0,-9
"1026","NA20537","NA20537",0,0,0,-9
"1027","NA20538","NA20538",0,0,0,-9
"1028","NA20539","NA20539",0,0,0,-9
"1029","NA20540","NA20540",0,0,0,-9
"1030","NA20541","NA20541",0,0,0,-9
"1031","NA20542","NA20542",0,0,0,-9
"1032","NA20543","NA20543",0,0,0,-9
"1033","NA20544","NA20544",0,0,0,-9
"1034","NA20581","NA20581",0,0,0,-9
"1035","NA20582","NA20582",0,0,0,-9
"1036","NA20585","NA20585",0,0,0,-9
"1037","NA20586","NA20586",0,0,0,-9
"1038","NA20588","NA20588",0,0,0,-9
"1039","NA20589","NA20589",0,0,0,-9
"1040","NA20752","NA20752",0,0,0,-9
"1041","NA20753","NA20753",0,0,0,-9
"1042","NA20754","NA20754",0,0,0,-9
"1043","NA20755","NA20755",0,0,0,-9
"1044","NA20756","NA20756",0,0,0,-9
"1045","NA20757","NA20757",0,0,0,-9
"1046","NA20758","NA20758",0,0,0,-9
"1047","NA20759","NA20759",0,0,0,-9
"1048","NA20760","NA20760",0,0,0,-9
"1049","NA20761","NA20761",0,0,0,-9
"1050","NA20765","NA20765",0,0,0,-9
"1051","NA20766","NA20766",0,0,0,-9
"1052","NA20768","NA20768",0,0,0,-9
"1053","NA20769","NA20769",0,0,0,-9
"1054","NA20770","NA20770",0,0,0,-9
"1055","NA20771","NA20771",0,0,0,-9
"1056","NA20772","NA20772",0,0,0,-9
"1057","NA20773","NA20773",0,0,0,-9
"1058","NA20774","NA20774",0,0,0,-9
"1059","NA20775","NA20775",0,0,0,-9
"1060","NA20778","NA20778",0,0,0,-9
"1061","NA20783","NA20783",0,0,0,-9
"1062","NA20785","NA20785",0,0,0,-9
"1063","NA20786","NA20786",0,0,0,-9
"1064","NA20787","NA20787",0,0,0,-9
"1065","NA20790","NA20790",0,0,0,-9
"1066","NA20792","NA20792",0,0,0,-9
"1067","NA20795","NA20795",0,0,0,-9
"1068","NA20796","NA20796",0,0,0,-9
"1069","NA20797","NA20797",0,0,0,-9
"1070","NA20798","NA20798",0,0,0,-9
"1071","NA20799","NA20799",0,0,0,-9
"1072","NA20800","NA20800",0,0,0,-9
"1073","NA20801","NA20801",0,0,0,-9
"1074","NA20802","NA20802",0,0,0,-9
"1075","NA20803","NA20803",0,0,0,-9
"1076","NA20804","NA20804",0,0,0,-9
"1077","NA20805","NA20805",0,0,0,-9
"1078","NA20806","NA20806",0,0,0,-9
"1079","NA20807","NA20807",0,0,0,-9
"1080","NA20808","NA20808",0,0,0,-9
"1081","NA20809","NA20809",0,0,0,-9
"1082","NA20810","NA20810",0,0,0,-9
"1083","NA20811","NA20811",0,0,0,-9
"1084","NA20812","NA20812",0,0,0,-9
"1085","NA20813","NA20813",0,0,0,-9
"1086","NA20814","NA20814",0,0,0,-9
"1087","NA20815","NA20815",0,0,0,-9
"1088","NA20816","NA20816",0,0,0,-9
"1089","NA20818","NA20818",0,0,0,-9
"1090","NA20819","NA20819",0,0,0,-9
"1091","NA20826","NA20826",0,0,0,-9
"1092","NA20828","NA20828",0,0,0,-9
